Country Name,YEAR,NY.GNS.ICTR.ZS,NY.GDS.TOTL.ZS,NY.GDP.PCAP.KD.ZG,NY.GDP.MKTP.KD.ZG,NY.GDP.DEFL.ZS,NY.GDP.DEFL.KD.ZG,NV.IND.TOTL.ZS,NE.TRD.GNFS.ZS,NE.RSB.GNFS.ZS,NE.IMP.GNFS.ZS,NE.GDI.TOTL.ZS,NE.EXP.GNFS.ZS,NE.DAB.TOTL.ZS,NE.CON.GOVT.ZS,FP.CPI.TOTL.ZG,BX.KLT.DINV.WD.GD.ZS,BN.CAB.XOKA.GD.ZS,BM.KLT.DINV.WD.GD.ZS,BG.GSR.NFSV.GD.ZS
AUS,2017,21.796346,24.61494915,0.647495219,2.318709387,84.13781098,3.651232809,23.4765923,41.94220912,0.51484104,20.71368404,24.09993759,21.22852508,99.48498844,19.92874755,1.948647409,3.632471495,-2.696855237,0.754012611,10.06543467
AUS,2018,21.70458901,24.89411925,1.378345353,2.906363115,85.71860096,1.878810435,24.12796119,43.34707849,0.360037907,21.49352029,24.5339187,21.8535582,99.63979945,19.98988359,1.911400944,4.244560356,-2.207689135,0.07216413,10.0394886
AUS,2019,22.34172669,25.73565082,0.682490945,2.181109106,88.68765563,3.463722736,25.27350693,45.74896336,2.474613367,21.63717499,23.26103745,24.11178836,97.52538663,20.34289518,1.610767873,2.793453683,0.367677586,0.716254141,10.20029694
AUS,2020,23.69555032,26.05696469,-1.556436301,-0.334686359,90.56235785,2.113825441,25.38624951,44.14304559,3.791699881,20.17567286,22.2652648,23.96737274,96.20830012,21.86231166,0.846905537,1.150599512,2.358439762,0.623381981,6.715293028
AUS,2021,25.77658897,27.00874766,1.968061646,2.111830889,93.35056833,3.078774164,25.41757604,39.70236024,4.251278543,17.72554085,22.75737337,21.97681939,95.74862571,22.38679574,2.863910422,1.592959561,3.199280162,0.457819102,5.52477483
AUS,2022,25.42867118,29.29092443,2.985396455,4.268946393,100,7.123075723,27.48299454,45.13674444,5.717503828,19.70962031,23.57350632,25.42712413,94.28258189,22.01921721,6.594096713,3.964597465,1.055822667,7.286433638,6.966176712
AUT,2005,26.05662848,26.84399959,1.549877317,2.244065325,82.99578235,2.537794158,27.0742426,94.03380568,3.205698726,45.41405348,23.82524564,48.6197522,96.98124605,19.34627342,2.299137856,25.65582783,1.971875321,25.71699315,25.53751888
AUT,2006,26.7359484,27.52645996,2.943417859,3.454041836,84.56619623,1.892161069,27.25937083,98.08831121,3.595026518,47.24664234,23.61032759,50.84166886,96.08386762,19.25829027,1.441548511,3.12253335,3.269264079,4.784062402,24.03376761
AUT,2007,28.18983077,29.23946882,3.391730827,3.727415301,86.44456017,2.221175867,27.57263882,100.7332541,4.388484783,48.17238464,24.5843049,52.56086942,95.34483608,18.74479207,2.168555288,17.69484601,3.789722731,20.30905362,24.53888781
AUT,2008,28.7013518,28.90259326,1.143307119,1.460423676,88.13569436,1.956322281,26.96021414,102.0736827,4.424038501,48.82482212,24.46746074,53.24886062,95.56486748,19.27213096,3.215950332,1.458422741,4.466836232,6.4582569,25.07845242
AUT,2009,24.83952731,25.83422145,-4.016340042,-3.764578178,89.80081047,1.889264178,25.79284583,87.06223097,3.352602147,41.85481441,22.77532094,45.20741656,96.94109949,20.68421348,0.506308828,3.559366135,2.564654823,3.872516754,23.15881411
AUT,2010,25.82489473,26.00553693,1.592577128,1.837093677,90.5848209,0.873054962,25.53499425,99.01979624,3.504524418,47.75763591,22.60784712,51.26216033,96.60231019,20.49254767,1.81353439,-5.610176315,2.92458811,-3.652443041,23.31847037
AUT,2011,26.09453033,26.72369268,2.576448318,2.922797284,92.24561228,1.833410245,25.44743204,105.1027886,2.794553074,51.15411778,24.14047447,53.94867085,97.4167818,19.89656809,3.286579149,5.324236737,1.574984667,8.836365763,24.02914505
